35.15752,139.59923,23.312,1603594731597.0
35.1575,139.59943,23.052,1603594838098.0
35.157505,139.59938,23.343,1603594831679.0
35.157505,139.5994,23.249,1603594833005.0
35.157505,139.59944,23.187,1603594839565.0
35.157505,139.59947,23.145,1603594840966.0
35.157555,139.59935,23.156,1603594689260.0
35.157578,139.5994,23.291,1603594673733.0
35.15756,139.59952,22.771,1603594361057.0
35.15757,139.59953,22.698,1603594363989.0
35.157578,139.59955,22.718,1603594365416.0
35.157585,139.59956,22.718,1603594366906.0
35.157593,139.59958,22.406,1603594369802.0
35.157597,139.5996,22.271,1603594371125.0
35.157597,139.59961,22.063,1603594374131.0
35.157597,139.59966,21.865,1603594380028.0
35.157597,139.59967,21.615,1603594381529.0
35.1576,139.59962,22.271,1603594375772.0
35.1576,139.59964,22.052,1603594377090.0
35.157642,139.59949,22.989,1603594635888.0
35.157593,139.59969,21.574,1603594382865.0
35.157593,139.5997,21.397,1603594385733.0
35.157597,139.59973,21.324,1603594387728.0
35.157604,139.59973,21.241,1603594389547.0
35.15761,139.59975,21.303,1603594391471.0
35.157623,139.59976,21.74,1603594394261.0
35.15763,139.59978,21.719,1603594395597.0
35.157642,139.5998,21.522,1603594396999.0
35.15765,139.59981,21.449,1603594399802.0
35.15792,139.59962,22.833,1603595406342.0
35.15793,139.59962,22.989,1603595402938.0
35.15794,139.59961,23.02,1603595401541.0
35.157955,139.59961,22.802,1603595400062.0
35.157967,139.59962,22.833,1603595397188.0
35.157978,139.59962,22.781,1603595395714.0
35.15798,139.59964,22.625,1603595394218.0
35.15792,139.59984,20.981,1603595433388.0
35.15793,139.59985,20.918,1603595434862.0
35.157936,139.59985,20.668,1603595437684.0
35.15794,139.59987,20.429,1603595439086.0
35.15801,139.5997,21.001,1603595374218.0
35.158028,139.59976,17.661,1603595359756.0
35.15808,139.59987,17.983,1603595327314.0
35.159206,139.59927,29.66,1711252736773.0
35.15921,139.59927,29.618,1711252737809.0
35.15922,139.59926,29.566,1711252739857.0
35.15916,139.59932,29.233,1711252730782.0
35.15917,139.59932,29.348,1711252731813.0
35.15918,139.5993,29.327,1711252732861.0
35.159187,139.5993,29.275,1711252733845.0
35.159195,139.59929,29.462,1711252734874.0
35.158916,139.59962,22.198,1711252698994.0
35.15892,139.59962,22.292,1711252699854.0
35.158928,139.59961,22.115,1711252700797.0
35.15893,139.5996,22.136,1711252701634.0
35.15894,139.59958,22.51,1711252702834.0
35.158943,139.59958,22.614,1711252703928.0
35.15895,139.59956,22.594,1711252704892.0
35.15896,139.59955,22.698,1711252706209.0
35.15897,139.59953,22.916,1711252706826.0
35.158978,139.59952,23.208,1711252707811.0
35.158985,139.5995,23.187,1711252708823.0
35.158886,139.59976,20.141,1711247605881.0
35.15889,139.59976,20.259,1711247583853.0
35.158897,139.59976,20.491,1711247325848.0
35.15890028720253,139.59978957943002,19.645032622295275
35.158901048027445,139.599849092441,18.169685085868462
35.1589,139.59982,16.068,1711246608793.0
35.158905,139.59981,19.315,1711247034861.0
35.15891,139.5998,20.314,1711247319843.0
35.158913,139.59981,20.138,1711250885793.0
35.158913,139.59982,19.44,1711247006807.0
35.15892,139.59982,20.887,1711250887860.0
35.158928,139.59982,18.6545,1711250888794.0
35.1589,139.59984,19.014,1711246905847.0
35.15893963706733,139.5997114602499,20.86833743272719
35.158936,139.59984,21.282,1711250889843.0
35.158947,139.59984,19.2635,1711250891851.0
35.15896,139.59984,21.584,1711250896884.0
35.158962,139.59984,16.891,1711246604878.0
35.158962,139.59985,21.012,1711250901812.0
35.15897,139.59985,21.407,1711250907773.0
35.158974,139.59984,16.526,1711246602872.0
35.15898,139.59985,17.005,1711246598913.0
35.15898,139.59987,20.814,1711250914822.0
35.158985,139.59987,19.815,1711250916873.0
35.15899,139.59985,16.079,1711246593800.0
35.15904790107551,139.5997550991306,23.10781601820236
35.15908287773722,139.5998622888652,23.121439840983083
35.159195,139.59976,27.454,1711246512818.0
35.159203,139.59975,27.339,1711246511853.0
35.159214,139.59975,27.537,1711246510880.0
35.15915,139.5998,26.08,1711246518871.0
35.159157,139.5998,26.423,1711246517784.0
35.159172,139.59978,27.141,1711246515870.0
35.159184,139.59978,27.037,1711246514901.0
35.157505,139.60028,8.96,1603594975691.0
35.157516,139.60028,8.971,1603594977108.0
